chrom	pos	cM_m	cM_f	LG
CHR2	40467398	28.997	88.077	LG02
CHR2	40525341	28.997	85.299	LG02
CHR2	4057086	30.385	120.021	LG02
CHR2	4063879	30.385	118.632	LG02
CHR2	4063898	30.385	118.632	LG02
CHR2	4077171	30.385	120.021	LG02
CHR2	4077246	30.385	120.021	LG02
CHR2	4077276	30.385	118.632	LG02
CHR2	4077341	30.385	120.021	LG02
CHR2	4077344	30.385	118.632	LG02
CHR2	4092499	13.719	11.688	LG02
CHR2	41258737	24.830	42.244	LG02
CHR2	41258750	24.830	42.244	LG02
CHR2	41347211	26.219	42.244	LG02
CHR2	41402892	27.608	51.966	LG02
CHR2	41407325	27.608	51.966	LG02
CHR2	41421872	24.830	42.244	LG02
CHR2	4153153	30.385	120.021	LG02
CHR2	41813473	27.608	51.966	LG02
CHR2	41813474	27.608	54.744	LG02
CHR2	41813476	27.608	54.744	LG02
CHR2	4209976	27.608	70.021	LG02
CHR2	42122018	26.219	49.188	LG02
CHR2	42439069	24.830	42.244	LG02
CHR2	42475691	24.830	42.244	LG02
CHR2	42475715	27.608	71.410	LG02
CHR2	42499802	24.830	42.244	LG02
CHR2	42499829	24.830	42.244	LG02
CHR2	42551622	24.830	42.244	LG02
CHR2	42650229	24.830	42.244	LG02
CHR2	42650265	24.830	42.244	LG02
CHR2	42650322	24.830	42.244	LG02
CHR2	42650385	24.830	42.244	LG02
CHR2	42679477	27.608	51.966	LG02
CHR2	42679483	27.608	54.744	LG02
CHR2	42679540	24.830	39.466	LG02
CHR2	42716636	26.219	51.966	LG02
CHR2	42716645	26.219	50.577	LG02
CHR2	42716674	26.219	51.966	LG02
CHR2	42784972	24.830	42.244	LG02
CHR2	42785080	26.219	42.244	LG02
CHR2	4303356	30.385	121.410	LG02
CHR2	43180605	26.219	51.966	LG02
CHR2	4318481	13.719	13.077	LG02
CHR2	43195722	24.830	42.244	LG02
CHR2	43195725	24.830	42.244	LG02
CHR2	43204113	26.219	47.799	LG02
CHR2	43427330	28.997	85.299	LG02
CHR2	43586321	26.219	42.244	LG02
CHR2	43586337	26.219	42.244	LG02
CHR2	43586375	26.219	42.244	LG02
CHR2	43724270	24.830	42.244	LG02
CHR2	43785198	26.219	51.966	LG02
CHR2	44150360	26.219	47.799	LG02
CHR2	4418115	37.330	143.557	LG02
CHR2	44218672	24.830	40.855	LG02
CHR2	44218680	26.219	42.244	LG02
CHR2	44218713	26.219	42.244	LG02
CHR2	44218728	24.830	42.244	LG02
CHR2	44336740	24.830	42.244	LG02
CHR2	44423911	24.830	40.855	LG02
CHR2	4442669	37.330	146.260	LG02
CHR2	4442702	30.385	122.799	LG02
CHR2	44455751	26.219	47.799	LG02
CHR2	44455789	26.219	47.799	LG02
CHR2	44460705	26.219	49.188	LG02
CHR2	44830613	24.830	39.466	LG02
CHR2	44830666	24.830	40.855	LG02
CHR2	44830793	24.830	42.244	LG02
CHR2	4534213	30.385	120.021	LG02
CHR2	4534291	30.385	121.410	LG02
CHR2	45351000	13.719	13.077	LG02
CHR2	45351072	24.830	38.077	LG02
CHR2	4544446	30.385	117.244	LG02
CHR2	4544478	30.385	117.244	LG02
CHR2	4544487	30.385	140.855	LG02
CHR2	4544489	35.941	140.855	LG02
CHR2	45474130	24.830	42.244	LG02
CHR2	45672841	24.830	38.077	LG02
CHR2	45672883	24.830	38.077	LG02
CHR2	45709072	26.219	47.799	LG02
CHR2	45709075	26.219	49.188	LG02
CHR2	45709077	26.219	51.966	LG02
CHR2	45709130	26.219	47.799	LG02
CHR2	45709135	24.830	39.466	LG02
CHR2	45709139	26.219	50.577	LG02
CHR2	45755759	24.830	39.466	LG02
CHR2	45755792	24.830	36.688	LG02
CHR2	45755831	26.219	47.799	LG02
CHR2	45762624	24.830	39.466	LG02
CHR2	45793043	24.830	35.299	LG02
CHR2	45983641	26.219	47.799	LG02
CHR2	46077604	24.830	36.688	LG02
CHR2	46077609	24.830	35.299	LG02
CHR2	46089963	26.219	47.799	LG02
CHR2	46090027	24.830	36.688	LG02
CHR2	46090031	24.830	36.688	LG02
CHR2	46221935	24.830	35.299	LG02
CHR2	46540787	24.830	35.299	LG02
CHR2	46815161	24.830	36.688	LG02
CHR2	46815195	24.830	35.299	LG02
CHR2	47084041	24.830	36.688	LG02
CHR2	47190913	24.830	15.855	LG02
CHR2	47190916	24.830	15.855	LG02
CHR2	47312288	24.830	36.688	LG02
CHR2	47327169	24.830	36.688	LG02
CHR2	47341198	24.830	36.688	LG02
CHR2	47341322	26.219	47.799	LG02
CHR2	47341344	24.830	36.688	LG02
CHR2	47377064	23.441	15.855	LG02
CHR2	47388779	24.830	39.466	LG02
CHR2	47397044	24.830	36.688	LG02
CHR2	47397088	24.830	35.299	LG02
CHR2	47581212	24.830	36.688	LG02
CHR2	47679221	26.219	47.799	LG02
CHR2	4788046	37.330	148.963	LG02
CHR2	4788051	37.330	146.260	LG02
CHR2	47885474	30.385	90.855	LG02
CHR2	47885476	24.830	33.910	LG02
CHR2	47885511	24.830	26.966	LG02
CHR2	47902509	30.385	90.855	LG02
CHR2	48044130	24.830	36.688	LG02
CHR2	48107232	24.830	31.132	LG02
CHR2	48208689	24.830	36.688	LG02
CHR2	48208694	23.441	15.855	LG02
CHR2	48208741	12.330	10.299	LG02
CHR2	48572197	30.385	90.855	LG02
CHR2	48601685	24.830	31.132	LG02
CHR2	48601686	24.830	31.132	LG02
CHR2	48601720	24.830	31.132	LG02
CHR2	48601853	24.830	33.910	LG02
CHR2	48629318	24.830	31.132	LG02
CHR2	48629321	24.830	31.132	LG02
CHR2	48629368	24.830	31.132	LG02
CHR2	48669998	24.830	31.132	LG02
CHR2	48702246	26.219	47.799	LG02
CHR2	48702260	24.830	36.688	LG02
CHR2	48847997	13.719	13.077	LG02
CHR2	48847998	13.719	13.077	LG02
CHR2	48848004	13.719	13.077	LG02
CHR2	48848007	13.719	13.077	LG02
CHR2	48848014	13.719	13.077	LG02
CHR2	48848018	13.719	13.077	LG02
CHR2	48848024	24.830	35.299	LG02
CHR2	48897966	24.830	26.966	LG02
CHR2	48897983	24.830	26.966	LG02
CHR2	48952160	24.830	31.132	LG02
CHR2	49168103	13.719	11.688	LG02
CHR2	49168129	13.719	11.688	LG02
CHR2	49225833	24.830	31.132	LG02
CHR2	49225836	24.830	22.799	LG02
CHR2	49295847	13.719	11.688	LG02
CHR2	49409173	24.830	25.577	LG02
CHR2	49541619	24.830	22.799	LG02
CHR2	49584809	24.830	22.799	LG02
CHR2	49584845	24.830	22.799	LG02
CHR2	49584873	24.830	22.799	LG02
CHR2	49599459	24.830	26.966	LG02
CHR2	49635126	24.830	36.688	LG02
CHR2	49696731	24.830	22.799	LG02
CHR2	49825917	13.719	13.077	LG02
CHR2	49837027	24.830	36.688	LG02
CHR2	49843189	17.885	15.855	LG02
CHR2	49864249	24.830	21.410	LG02
CHR2	4989596	30.385	129.744	LG02
CHR2	4989601	30.385	129.744	LG02
CHR2	4989602	30.385	129.744	LG02
CHR2	49920362	17.885	15.855	LG02
CHR2	49961964	24.830	36.688	LG02
CHR2	49969117	23.441	15.855	LG02
CHR2	49969118	17.885	15.855	LG02
CHR2	49969121	17.885	15.855	LG02
CHR2	50160154	24.830	18.632	LG02
CHR2	50160162	13.719	10.299	LG02
CHR2	50160175	24.830	18.632	LG02
CHR2	50160191	24.830	18.632	LG02
CHR2	50160194	24.830	17.244	LG02
CHR2	50160209	24.830	18.632	LG02
CHR2	50160223	24.830	18.632	LG02
CHR2	50160228	16.497	15.855	LG02
CHR2	50160252	13.719	13.077	LG02
CHR2	50166301	17.885	15.855	LG02
CHR2	50166312	17.885	15.855	LG02
CHR2	50166315	17.885	15.855	LG02
CHR2	50166328	17.885	15.855	LG02
CHR2	50166336	17.885	15.855	LG02
CHR2	50166358	13.719	11.688	LG02
CHR2	50166440	17.885	15.855	LG02
CHR2	50179112	17.885	15.855	LG02
CHR2	50179118	17.885	15.855	LG02
CHR2	50179130	24.830	35.299	LG02
CHR2	50179165	17.885	15.855	LG02
CHR2	50233649	9.552	4.744	LG02
CHR2	50233683	10.941	8.910	LG02
CHR2	50233695	17.885	15.855	LG02
CHR2	50257441	13.719	11.688	LG02
CHR2	50257520	13.719	13.077	LG02
CHR2	5032777	30.385	115.855	LG02
CHR2	5032813	30.385	117.244	LG02
CHR2	50375457	13.719	13.077	LG02
CHR2	50375507	13.719	13.077	LG02
CHR2	50375513	13.719	13.077	LG02
CHR2	50428028	9.552	4.744	LG02
CHR2	50433717	23.441	15.855	LG02
CHR2	50433741	13.719	13.077	LG02
CHR2	50433790	23.441	15.855	LG02
CHR2	50578252	16.497	15.855	LG02
CHR2	50587731	9.552	6.132	LG02
CHR2	50612191	24.830	22.799	LG02
CHR2	50612201	24.830	22.799	LG02
CHR2	50612219	24.830	21.410	LG02
CHR2	50612250	24.830	22.799	LG02
CHR2	50612269	24.830	22.799	LG02
CHR2	50612273	24.830	22.799	LG02
CHR2	50612274	24.830	21.410	LG02
CHR2	50648322	17.885	15.855	LG02
CHR2	50648343	23.441	15.855	LG02
CHR2	50685420	26.219	50.577	LG02
CHR2	50685426	26.219	51.966	LG02
CHR2	50685435	13.719	10.299	LG02
CHR2	50685542	13.719	14.466	LG02
CHR2	50685596	26.219	50.577	LG02
CHR2	50736611	24.830	15.855	LG02
CHR2	50736614	24.830	15.855	LG02
CHR2	5074347	30.385	115.855	LG02
CHR2	50781344	26.219	50.577	LG02
CHR2	50797453	24.830	15.855	LG02
CHR2	50797483	24.830	15.855	LG02
CHR2	50803047	10.941	8.910	LG02
CHR2	50814889	24.830	15.855	LG02
CHR2	50834096	13.719	13.077	LG02
CHR2	50969730	24.830	15.855	LG02
CHR2	50969753	17.885	15.855	LG02
CHR2	50969795	24.830	15.855	LG02
CHR2	51066610	0.000	0.000	LG02
CHR2	51066611	24.830	36.688	LG02
CHR2	51125812	9.552	2.703	LG02
CHR2	51125830	9.552	4.744	LG02
CHR2	51125864	9.552	2.703	LG02
CHR2	51125870	9.552	2.703	LG02
CHR2	5113882	30.385	117.244	LG02
CHR2	5113925	30.385	117.244	LG02
CHR2	51241861	24.830	15.855	LG02
CHR2	51293483	9.552	0.000	LG02
CHR2	5133529	30.385	117.244	LG02
CHR2	51395259	9.552	6.132	LG02
CHR2	51395296	9.552	6.132	LG02
CHR2	51395297	9.552	6.132	LG02
CHR2	51652414	24.830	15.855	LG02
CHR2	51652425	13.719	11.688	LG02
CHR2	5314834	30.385	113.077	LG02
CHR2	5329102	30.385	115.855	LG02
CHR2	5329145	30.385	113.077	LG02
CHR2	5329257	30.385	115.855	LG02
CHR2	5329263	30.385	113.077	LG02
CHR2	5329270	30.385	113.077	LG02
CHR2	5366562	30.385	115.855	LG02
CHR2	5366685	30.385	129.744	LG02
CHR2	5380107	30.385	113.077	LG02
CHR2	5480351	30.385	115.855	LG02
CHR2	5561247	30.385	113.077	LG02
CHR2	5561257	30.385	129.744	LG02
CHR2	5568109	37.330	146.260	LG02
CHR2	5575085	30.385	113.077	LG02
CHR2	5590249	30.385	113.077	LG02
CHR2	5590266	30.385	113.077	LG02
CHR2	5590271	30.385	113.077	LG02
CHR2	5599831	30.385	115.855	LG02
CHR2	5613919	30.385	111.688	LG02
CHR2	5627176	30.385	111.688	LG02
CHR2	5766208	30.385	111.688	LG02
CHR2	5778133	30.385	115.855	LG02
CHR2	5799397	30.385	115.855	LG02
CHR2	5799423	30.385	111.688	LG02
CHR2	5829210	30.385	125.577	LG02
CHR2	5829239	30.385	115.855	LG02
CHR2	5829263	30.385	111.688	LG02
CHR2	5855715	27.608	54.744	LG02
CHR2	5855738	27.608	56.132	LG02
CHR2	5864726	30.385	132.521	LG02
CHR2	5889789	30.385	108.910	LG02
CHR2	5972932	30.385	115.855	LG02
CHR2	5972995	30.385	115.855	LG02
CHR2	6005660	30.385	115.855	LG02
CHR2	6005666	30.385	106.132	LG02
CHR2	6005687	30.385	115.855	LG02
CHR2	6062261	30.385	95.021	LG02
CHR2	6184360	30.385	115.855	LG02
CHR2	6191242	30.385	115.855	LG02
CHR2	6191284	30.385	113.077	LG02
CHR2	6191292	30.385	115.855	LG02
CHR2	6191293	24.830	36.688	LG02
CHR2	6225597	30.385	96.410	LG02
CHR2	6301760	30.385	106.132	LG02
CHR2	6477266	30.385	107.521	LG02
CHR2	6570935	30.385	106.132	LG02
CHR2	6626877	30.385	106.132	LG02
CHR2	6626883	30.385	106.132	LG02
CHR2	6626887	30.385	135.299	LG02
CHR2	6626894	30.385	106.132	LG02
CHR2	6626902	30.385	106.132	LG02
CHR2	6626944	30.385	133.910	LG02
CHR2	6626951	30.385	106.132	LG02
CHR2	6626952	30.385	106.132	LG02
CHR2	6643463	30.385	118.632	LG02
CHR2	6643477	30.385	131.132	LG02
CHR2	6651952	30.385	106.132	LG02
CHR2	6720315	30.385	106.132	LG02
CHR2	6720396	30.385	106.132	LG02
CHR2	6818172	30.385	96.410	LG02
CHR2	6851535	30.385	99.188	LG02
CHR2	6851544	30.385	99.188	LG02
CHR2	6851563	30.385	99.188	LG02
CHR2	6851580	30.385	99.188	LG02
CHR2	6851584	30.385	99.188	LG02
CHR2	6864627	27.608	72.799	LG02
CHR2	6864672	30.385	92.244	LG02
CHR2	6864674	27.608	71.410	LG02
CHR2	6864676	30.385	92.244	LG02
CHR2	6864679	30.385	97.799	LG02
CHR2	6877953	30.385	118.632	LG02
CHR2	6877959	30.385	113.077	LG02
CHR2	6877981	30.385	100.577	LG02
CHR2	6878021	27.608	74.188	LG02
CHR2	6878026	30.385	100.577	LG02
CHR2	6936320	13.719	11.688	LG02
CHR2	6944571	30.385	120.021	LG02
CHR2	7024815	30.385	101.966	LG02
CHR2	7212574	30.385	99.188	LG02
CHR2	7308586	28.997	82.521	LG02
CHR2	7381061	30.385	104.744	LG02
CHR2	7381112	30.385	101.966	LG02
CHR2	7381118	30.385	104.744	LG02
CHR2	7394935	30.385	99.188	LG02
CHR2	7428258	27.608	78.355	LG02
CHR2	7428259	28.997	82.521	LG02
CHR2	7428314	30.385	99.188	LG02
CHR2	7442403	30.385	101.966	LG02
CHR2	7442450	30.385	99.188	LG02
CHR2	7481229	30.385	101.966	LG02
CHR2	7481309	30.385	104.744	LG02
CHR2	7481344	30.385	101.966	LG02
CHR2	7513631	30.385	96.410	LG02
CHR2	7513656	30.385	96.410	LG02
CHR2	7513686	30.385	96.410	LG02
CHR2	7513702	30.385	96.410	LG02
CHR2	7875507	30.385	104.744	LG02
CHR2	7891852	30.385	96.410	LG02
CHR2	7953985	30.385	89.466	LG02
CHR2	7953986	30.385	90.855	LG02
CHR2	7972381	30.385	95.021	LG02
CHR2	7972425	27.608	51.966	LG02
CHR2	7995455	30.385	97.799	LG02
CHR2	7995465	30.385	97.799	LG02
CHR2	7995493	30.385	90.855	LG02
CHR2	8115120	30.385	96.410	LG02
CHR2	8115162	30.385	96.410	LG02
CHR2	8115182	30.385	96.410	LG02
CHR2	8115184	30.385	96.410	LG02
CHR2	8144312	30.385	101.966	LG02
CHR2	8173887	30.385	99.188	LG02
CHR2	8173895	30.385	97.799	LG02
CHR2	8273880	30.385	97.799	LG02
CHR2	833491	27.608	54.744	LG02
CHR2	833681	27.608	57.521	LG02
CHR2	8364151	30.385	97.799	LG02
CHR2	8364157	30.385	97.799	LG02
CHR2	8388880	30.385	101.966	LG02
CHR2	8425876	30.385	95.021	LG02
CHR2	8521496	30.385	90.855	LG02
CHR2	8542085	30.385	106.132	LG02
CHR2	8542158	30.385	99.188	LG02
CHR2	8762397	30.385	89.466	LG02
CHR2	8837948	30.385	96.410	LG02
CHR2	8837953	30.385	96.410	LG02
CHR2	8837999	30.385	96.410	LG02
CHR2	8900192	30.385	96.410	LG02
CHR2	8900229	30.385	96.410	LG02
CHR2	8900231	30.385	96.410	LG02
CHR2	8957648	30.385	97.799	LG02
CHR2	9039093	30.385	89.466	LG02
CHR2	9039099	30.385	89.466	LG02
CHR2	920466	30.385	88.077	LG02
CHR2	9220403	30.385	89.466	LG02
CHR2	9220489	30.385	89.466	LG02
CHR2	9663280	13.719	10.299	LG02
CHR3	26587407	27.608	71.410	LG02
CHR3	27887747	27.608	57.521	LG02
CHR3	36678456	26.219	49.188	LG02
CHR6	16571115	27.608	71.410	LG02
CHR7	26681245	30.385	90.855	LG02
CHR7	26718544	27.608	71.410	LG02
CHR7	26788337	27.608	58.910	LG02
CHR7	30325183	27.608	57.521	LG02
CHR7	30332619	27.608	71.410	LG02
CHR8	13991479	28.997	82.521	LG02
CHR8	14008492	30.385	88.077	LG02
CHR8	14415128	27.608	57.521	LG02
CHR10	14848293	27.608	56.132	LG02
chrom	pos	cM_m	cM_f	LG
CHR4	1080478	24.263	9.722	LG03
CHR4	11811073	53.430	62.500	LG03
CHR4	1279113	18.707	5.556	LG03
CHR4	13425661	53.430	62.500	LG03
CHR4	1428905	27.041	19.444	LG03
CHR4	1545533	53.430	62.500	LG03
CHR4	1545547	27.041	20.833	LG03
CHR4	1545549	53.430	62.500	LG03
CHR4	1545550	53.430	62.500	LG03
CHR4	1545574	53.430	62.500	LG03
CHR4	1545593	53.430	62.500	LG03
CHR4	1747554	27.041	22.222	LG03
CHR4	188376	0.000	0.000	LG03
CHR4	188399	0.000	0.000	LG03
CHR4	188402	0.000	0.000	LG03
CHR4	188406	0.000	0.000	LG03
CHR4	188425	0.000	0.000	LG03
CHR4	188436	0.000	0.000	LG03
CHR4	20949582	50.652	55.556	LG03
CHR4	2116519	53.430	62.500	LG03
CHR4	21479297	53.430	62.500	LG03
CHR4	21479298	53.430	62.500	LG03
CHR4	21479329	53.430	62.500	LG03
CHR4	21787069	58.985	73.611	LG03
CHR4	21787077	58.985	73.611	LG03
CHR4	21864626	45.096	55.556	LG03
CHR4	21864657	45.096	55.556	LG03
CHR4	21913801	45.096	55.556	LG03
CHR4	22126053	58.985	63.889	LG03
CHR4	22126069	53.430	62.500	LG03
CHR4	22133981	53.430	62.500	LG03
CHR4	22133983	53.430	62.500	LG03
CHR4	22134017	53.430	62.500	LG03
CHR4	22134031	53.430	62.500	LG03
CHR4	22134032	53.430	62.500	LG03
CHR4	22134054	53.430	62.500	LG03
CHR4	22179524	53.430	62.500	LG03
CHR4	22179553	58.985	63.889	LG03
CHR4	22179558	53.430	62.500	LG03
CHR4	22187962	53.430	62.500	LG03
CHR4	22187969	53.430	62.500	LG03
CHR4	22187988	53.430	62.500	LG03
CHR4	22188011	58.985	63.889	LG03
CHR4	22214363	45.096	55.556	LG03
CHR4	22490328	45.096	55.556	LG03
CHR4	22510370	45.096	55.556	LG03
CHR4	22510424	35.374	41.667	LG03
CHR4	22510498	53.430	62.500	LG03
CHR4	22510523	53.430	62.500	LG03
CHR4	22854457	53.430	62.500	LG03
CHR4	22854472	53.430	62.500	LG03
CHR4	22854508	53.430	62.500	LG03
CHR4	22854515	53.430	62.500	LG03
CHR4	23060102	45.096	52.778	LG03
CHR4	23060162	50.652	56.944	LG03
CHR4	23078017	45.096	55.556	LG03
CHR4	23087832	45.096	55.556	LG03
CHR4	23087996	45.096	55.556	LG03
CHR4	23290584	45.096	55.556	LG03
CHR4	23290719	45.096	55.556	LG03
CHR4	23463160	45.096	51.389	LG03
CHR4	23583897	45.096	55.556	LG03
CHR4	23583902	45.096	52.778	LG03
CHR4	23583910	58.985	63.889	LG03
CHR4	23583931	45.096	52.778	LG03
CHR4	2367073	29.819	37.500	LG03
CHR4	23982635	58.985	65.278	LG03
CHR4	23982706	27.041	19.444	LG03
CHR4	24075951	50.652	58.333	LG03
CHR4	24076066	52.041	62.500	LG03
CHR4	24076105	50.652	56.944	LG03
CHR4	24243404	53.430	62.500	LG03
CHR4	24313595	45.096	52.778	LG03
CHR4	24313613	27.041	19.444	LG03
CHR4	24389032	50.652	58.333	LG03
CHR4	24389046	45.096	55.556	LG03
CHR4	24389048	45.096	55.556	LG03
CHR4	24389065	58.985	68.056	LG03
CHR4	24389066	53.430	62.500	LG03
CHR4	24389070	58.985	68.056	LG03
CHR4	24389072	58.985	68.056	LG03
CHR4	24446694	45.096	47.222	LG03
CHR4	24446742	58.985	68.056	LG03
CHR4	24446855	53.430	62.500	LG03
CHR4	24461214	50.652	55.556	LG03
CHR4	24560101	52.041	59.722	LG03
CHR4	24560116	45.096	52.778	LG03
CHR4	24560167	45.096	55.556	LG03
CHR4	24717686	58.985	66.667	LG03
CHR4	24717737	45.096	55.556	LG03
CHR4	24752794	53.430	62.500	LG03
CHR4	24933196	53.430	62.500	LG03
CHR4	24933204	53.430	62.500	LG03
CHR4	25275021	53.430	62.500	LG03
CHR4	25275069	52.041	62.500	LG03
CHR4	25275070	52.041	62.500	LG03
CHR4	25275101	53.430	62.500	LG03
CHR4	25429678	52.041	62.500	LG03
CHR4	25429691	45.096	55.556	LG03
CHR4	25429748	52.041	62.500	LG03
CHR4	25429749	53.430	62.500	LG03
CHR4	25429753	52.041	62.500	LG03
CHR4	25899630	45.096	55.556	LG03
CHR4	25899700	45.096	55.556	LG03
CHR4	26121488	35.374	41.667	LG03
CHR4	26121489	35.374	41.667	LG03
CHR4	2625105	27.041	29.167	LG03
CHR4	26321359	45.096	55.556	LG03
CHR4	26321360	45.096	55.556	LG03
CHR4	26321381	53.430	62.500	LG03
CHR4	26449248	45.096	55.556	LG03
CHR4	26449261	45.096	55.556	LG03
CHR4	26455276	45.096	55.556	LG03
CHR4	26463632	45.096	55.556	LG03
CHR4	26463747	45.096	55.556	LG03
CHR4	2668892	29.819	31.944	LG03
CHR4	26762333	53.430	62.500	LG03
CHR4	26830891	52.041	62.500	LG03
CHR4	2683281	29.819	33.333	LG03
CHR4	2683284	29.819	31.944	LG03
CHR4	2683316	29.819	33.333	LG03
CHR4	2683321	29.819	33.333	LG03
CHR4	26854163	50.652	56.944	LG03
CHR4	26854164	45.096	55.556	LG03
CHR4	26854167	58.985	65.278	LG03
CHR4	27247483	45.096	55.556	LG03
CHR4	27247488	45.096	55.556	LG03
CHR4	27247491	45.096	52.778	LG03
CHR4	27247497	45.096	52.778	LG03
CHR4	27247508	45.096	52.778	LG03
CHR4	27247520	45.096	55.556	LG03
CHR4	27262861	45.096	55.556	LG03
CHR4	27262878	45.096	52.778	LG03
CHR4	27262893	45.096	55.556	LG03
CHR4	27262894	45.096	52.778	LG03
CHR4	27262902	45.096	52.778	LG03
CHR4	27277154	39.541	41.667	LG03
CHR4	27277158	39.541	43.056	LG03
CHR4	27277166	39.541	43.056	LG03
CHR4	27277176	39.541	44.444	LG03
CHR4	27312766	45.096	52.778	LG03
CHR4	27429171	45.096	55.556	LG03
CHR4	27453544	45.096	52.778	LG03
CHR4	27453569	50.652	55.556	LG03
CHR4	27453601	45.096	52.778	LG03
CHR4	27492886	40.930	44.444	LG03
CHR4	27541320	45.096	55.556	LG03
CHR4	27710451	45.096	52.778	LG03
CHR4	27710480	45.096	55.556	LG03
CHR4	27710499	45.096	55.556	LG03
CHR4	27943503	45.096	52.778	LG03
CHR4	27943509	45.096	55.556	LG03
CHR4	27968504	53.430	62.500	LG03
CHR4	28023044	53.430	62.500	LG03
CHR4	28067447	53.430	62.500	LG03
CHR4	28252716	27.041	19.444	LG03
CHR4	28252743	45.096	52.778	LG03
CHR4	28278940	52.041	62.500	LG03
CHR4	28845424	50.652	55.556	LG03
CHR4	28847059	50.652	58.333	LG03
CHR4	28987413	45.096	52.778	LG03
CHR4	29016424	45.096	55.556	LG03
CHR4	29019755	45.096	55.556	LG03
CHR4	29019765	39.541	41.667	LG03
CHR4	2925584	29.819	34.722	LG03
CHR4	2925587	53.430	62.500	LG03
CHR4	2925590	53.430	62.500	LG03
CHR4	2925602	29.819	34.722	LG03
CHR4	2925623	52.041	62.500	LG03
CHR4	29267468	50.652	56.944	LG03
CHR4	29407553	52.041	59.722	LG03
CHR4	29407573	50.652	59.722	LG03
CHR4	29426084	53.430	62.500	LG03
CHR4	29437313	53.430	62.500	LG03
CHR4	29589949	58.985	68.056	LG03
CHR4	29657568	45.096	55.556	LG03
CHR4	29701729	53.430	62.500	LG03
CHR4	29750009	53.430	62.500	LG03
CHR4	29750033	53.430	62.500	LG03
CHR4	29883248	58.985	68.056	LG03
CHR4	30051436	45.096	55.556	LG03
CHR4	30051518	45.096	55.556	LG03
CHR4	30142135	45.096	55.556	LG03
CHR4	30166996	58.985	63.889	LG03
CHR4	30284573	52.041	59.722	LG03
CHR4	30408987	35.374	41.667	LG03
CHR4	30409004	45.096	55.556	LG03
CHR4	30422880	53.430	62.500	LG03
CHR4	30481545	50.652	58.333	LG03
CHR4	30481604	50.652	58.333	LG03
CHR4	30537116	52.041	62.500	LG03
CHR4	30537119	52.041	62.500	LG03
CHR4	30537533	50.652	58.333	LG03
CHR4	30544199	50.652	58.333	LG03
CHR4	30559979	50.652	58.333	LG03
CHR4	30560010	52.041	62.500	LG03
CHR4	30601427	58.985	66.667	LG03
CHR4	30630644	52.041	59.722	LG03
CHR4	3067139	58.985	88.889	LG03
CHR4	3067192	53.430	62.500	LG03
CHR4	30705393	50.652	58.333	LG03
CHR4	30782671	45.096	55.556	LG03
CHR4	30782716	45.096	55.556	LG03
CHR4	30782851	45.096	55.556	LG03
CHR4	30782868	45.096	55.556	LG03
CHR4	30873090	45.096	52.778	LG03
CHR4	3098802	29.819	38.889	LG03
CHR4	30988129	58.985	69.444	LG03
CHR4	3098823	29.819	38.889	LG03
CHR4	31140209	58.985	66.667	LG03
CHR4	31140254	53.430	62.500	LG03
CHR4	3116781	29.819	40.278	LG03
CHR4	3116785	29.819	40.278	LG03
CHR4	3116850	29.819	38.889	LG03
CHR4	31434259	58.985	68.056	LG03
CHR4	31512996	45.096	51.389	LG03
CHR4	31726920	58.985	65.278	LG03
CHR4	31726939	58.985	65.278	LG03
CHR4	31828155	36.763	41.667	LG03
CHR4	31850746	53.430	62.500	LG03
CHR4	31850758	27.041	26.389	LG03
CHR4	31850789	58.985	65.278	LG03
CHR4	31850792	58.985	65.278	LG03
CHR4	31850798	53.430	62.500	LG03
CHR4	31850806	58.985	65.278	LG03
CHR4	31850820	58.985	65.278	LG03
CHR4	32285289	58.985	66.667	LG03
CHR4	32291109	58.985	63.889	LG03
CHR4	32322741	53.430	62.500	LG03
CHR4	32322758	53.430	62.500	LG03
CHR4	32640819	58.985	66.667	LG03
CHR4	32640884	58.985	66.667	LG03
CHR4	32664984	58.985	66.667	LG03
CHR4	32691773	52.041	62.500	LG03
CHR4	32708473	52.041	62.500	LG03
CHR4	32708560	52.041	62.500	LG03
CHR4	32711050	52.041	62.500	LG03
CHR4	32808181	58.985	65.278	LG03
CHR4	32820277	58.985	65.278	LG03
CHR4	32820322	58.985	65.278	LG03
CHR4	32820331	58.985	65.278	LG03
CHR4	32828432	58.985	65.278	LG03
CHR4	32915	16.667	2.778	LG03
CHR4	33050748	58.985	68.056	LG03
CHR4	33070206	58.985	68.056	LG03
CHR4	33070213	58.985	68.056	LG03
CHR4	33070223	58.985	68.056	LG03
CHR4	33070243	58.985	68.056	LG03
CHR4	33070245	58.985	68.056	LG03
CHR4	33070251	58.985	68.056	LG03
CHR4	33070252	58.985	68.056	LG03
CHR4	33070291	58.985	68.056	LG03
CHR4	33100488	58.985	68.056	LG03
CHR4	33100539	58.985	68.056	LG03
CHR4	33161498	58.985	68.056	LG03
CHR4	33306601	45.096	51.389	LG03
CHR4	33306628	45.096	52.778	LG03
CHR4	33499237	53.430	62.500	LG03
CHR4	33499239	53.430	62.500	LG03
CHR4	33522607	58.985	63.889	LG03
CHR4	33522634	50.652	56.944	LG03
CHR4	33522666	50.652	56.944	LG03
CHR4	33609341	53.430	62.500	LG03
CHR4	33801673	53.430	62.500	LG03
CHR4	33818171	53.430	62.500	LG03
CHR4	33818172	53.430	62.500	LG03
