seqnames	start.x	end.x	coverage	mid	perc	length	start.y	end.y	color	chromosome	chromStarts	chromEnds	chromMid	genomic_position
CHR1	49700001	49800000	28615	49750000.5	0.28615	53807401	0	53807401	gray80	1	1	53807401	26903700.5	49750001.5
CHR1	49800001	49900000	21051	49850000.5	0.21051	53807401	0	53807401	gray80	1	1	53807401	26903700.5	49850001.5
CHR1	49900001	50000000	45526	49950000.5	0.45526	53807401	0	53807401	gray80	1	1	53807401	26903700.5	49950001.5
CHR1	50000001	50100000	130051	50050000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50050001.5
CHR1	50100001	50200000	15275	50150000.5	0.15275	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50150001.5
CHR1	50200001	50300000	10553	50250000.5	0.10553	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50250001.5
CHR1	50300001	50400000	39448	50350000.5	0.39448	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50350001.5
CHR1	50400001	50500000	30048	50450000.5	0.30048	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50450001.5
CHR1	50500001	50600000	30826	50550000.5	0.30826	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50550001.5
CHR1	50600001	50700000	61091	50650000.5	0.61091	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50650001.5
CHR1	50700001	50800000	22963	50750000.5	0.22963	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50750001.5
CHR1	50800001	50900000	31567	50850000.5	0.31567	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50850001.5
CHR1	50900001	51000000	31223	50950000.5	0.31223	53807401	0	53807401	gray80	1	1	53807401	26903700.5	50950001.5
CHR1	51000001	51100000	22834	51050000.5	0.22834	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51050001.5
CHR1	51100001	51200000	23994	51150000.5	0.23994	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51150001.5
CHR1	51200001	51300000	20970	51250000.5	0.2097	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51250001.5
CHR1	51300001	51400000	31336	51350000.5	0.31336	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51350001.5
CHR1	51400001	51500000	26530	51450000.5	0.2653	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51450001.5
CHR1	51500001	51600000	18078	51550000.5	0.18078	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51550001.5
CHR1	51600001	51700000	48831	51650000.5	0.48831	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51650001.5
CHR1	51700001	51800000	23970	51750000.5	0.2397	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51750001.5
CHR1	51800001	51900000	44986	51850000.5	0.44986	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51850001.5
CHR1	51900001	52000000	28053	51950000.5	0.28053	53807401	0	53807401	gray80	1	1	53807401	26903700.5	51950001.5
CHR1	52000001	52100000	32579	52050000.5	0.32579	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52050001.5
CHR1	52100001	52200000	55146	52150000.5	0.55146	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52150001.5
CHR1	52200001	52300000	78508	52250000.5	0.78508	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52250001.5
CHR1	52300001	52400000	23425	52350000.5	0.23425	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52350001.5
CHR1	52400001	52500000	17248	52450000.5	0.17248	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52450001.5
CHR1	52500001	52600000	20038	52550000.5	0.20038	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52550001.5
CHR1	52600001	52700000	23282	52650000.5	0.23282	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52650001.5
CHR1	52700001	52800000	71873	52750000.5	0.71873	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52750001.5
CHR1	52800001	52900000	10444	52850000.5	0.10444	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52850001.5
CHR1	52900001	53000000	86248	52950000.5	0.86248	53807401	0	53807401	gray80	1	1	53807401	26903700.5	52950001.5
CHR1	53000001	53100000	97687	53050000.5	0.97687	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53050001.5
CHR1	53100001	53200000	96610	53150000.5	0.9661	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53150001.5
CHR1	53200001	53300000	90399	53250000.5	0.90399	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53250001.5
CHR1	53300001	53400000	100000	53350000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53350001.5
CHR1	53400001	53500000	100000	53450000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53450001.5
CHR1	53500001	53600000	100000	53550000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53550001.5
CHR1	53600001	53700000	100235	53650000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53650001.5
CHR1	53700001	53800000	107882	53750000.5	1	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53750001.5
CHR1	53800001	53807401	4156	53803701	0.04156	53807401	0	53807401	gray80	1	1	53807401	26903700.5	53803702
CHR2	1	100000	105454	50000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	62857402.5
CHR2	100001	200000	100235	150000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	62957402.5
CHR2	200001	300000	100000	250000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63057402.5
CHR2	300001	400000	87581	350000.5	0.87581	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63157402.5
CHR2	400001	500000	99614	450000.5	0.99614	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63257402.5
CHR2	500001	600000	100127	550000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63357402.5
CHR2	600001	700000	96244	650000.5	0.96244	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63457402.5
CHR2	700001	800000	53940	750000.5	0.5394	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63557402.5
CHR2	800001	900000	4764	850000.5	0.04764	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63657402.5
CHR2	900001	1000000	46085	950000.5	0.46085	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63757402.5
CHR2	1000001	1100000	45730	1050000.5	0.4573	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63857402.5
CHR2	1100001	1200000	33985	1150000.5	0.33985	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	63957402.5
CHR2	1200001	1300000	95015	1250000.5	0.95015	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64057402.5
CHR2	1300001	1400000	26207	1350000.5	0.26207	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64157402.5
CHR2	1400001	1500000	26608	1450000.5	0.26608	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64257402.5
CHR2	1500001	1600000	38646	1550000.5	0.38646	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64357402.5
CHR2	1600001	1700000	31631	1650000.5	0.31631	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64457402.5
CHR2	1700001	1800000	19607	1750000.5	0.19607	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64557402.5
CHR2	1800001	1900000	26806	1850000.5	0.26806	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64657402.5
CHR2	1900001	2000000	24384	1950000.5	0.24384	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64757402.5
CHR2	2000001	2100000	36018	2050000.5	0.36018	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64857402.5
CHR2	2100001	2200000	54891	2150000.5	0.54891	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	64957402.5
CHR2	2200001	2300000	32502	2250000.5	0.32502	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65057402.5
CHR2	2300001	2400000	12416	2350000.5	0.12416	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65157402.5
CHR2	2400001	2500000	29381	2450000.5	0.29381	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65257402.5
CHR2	2500001	2600000	24443	2550000.5	0.24443	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65357402.5
CHR2	2600001	2700000	30986	2650000.5	0.30986	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65457402.5
CHR2	2700001	2800000	33080	2750000.5	0.3308	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65557402.5
CHR2	2800001	2900000	20470	2850000.5	0.2047	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65657402.5
CHR2	2900001	3000000	23885	2950000.5	0.23885	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65757402.5
CHR2	3000001	3100000	22533	3050000.5	0.22533	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65857402.5
CHR2	3100001	3200000	35356	3150000.5	0.35356	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	65957402.5
CHR2	3200001	3300000	45137	3250000.5	0.45137	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66057402.5
CHR2	3300001	3400000	30340	3350000.5	0.3034	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66157402.5
CHR2	3400001	3500000	19256	3450000.5	0.19256	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66257402.5
CHR2	3500001	3600000	46065	3550000.5	0.46065	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66357402.5
CHR2	3600001	3700000	36515	3650000.5	0.36515	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66457402.5
CHR2	3700001	3800000	16517	3750000.5	0.16517	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66557402.5
CHR2	3800001	3900000	40550	3850000.5	0.4055	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66657402.5
CHR2	3900001	4000000	21167	3950000.5	0.21167	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66757402.5
CHR2	4000001	4100000	7870	4050000.5	0.0787	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66857402.5
CHR2	4100001	4200000	16786	4150000.5	0.16786	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	66957402.5
CHR2	4200001	4300000	31566	4250000.5	0.31566	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67057402.5
CHR2	4300001	4400000	39616	4350000.5	0.39616	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67157402.5
CHR2	4400001	4500000	26248	4450000.5	0.26248	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67257402.5
CHR2	4500001	4600000	23803	4550000.5	0.23803	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67357402.5
CHR2	4600001	4700000	65082	4650000.5	0.65082	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67457402.5
CHR2	4700001	4800000	42475	4750000.5	0.42475	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67557402.5
CHR2	4800001	4900000	115310	4850000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67657402.5
CHR2	4900001	5000000	52425	4950000.5	0.52425	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67757402.5
CHR2	5000001	5100000	44282	5050000.5	0.44282	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67857402.5
CHR2	5100001	5200000	40916	5150000.5	0.40916	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	67957402.5
CHR2	5200001	5300000	36056	5250000.5	0.36056	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68057402.5
CHR2	5300001	5400000	20249	5350000.5	0.20249	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68157402.5
CHR2	5400001	5500000	48393	5450000.5	0.48393	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68257402.5
CHR2	5500001	5600000	26988	5550000.5	0.26988	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68357402.5
CHR2	5600001	5700000	21079	5650000.5	0.21079	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68457402.5
CHR2	5700001	5800000	15609	5750000.5	0.15609	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68557402.5
CHR2	5800001	5900000	45677	5850000.5	0.45677	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68657402.5
CHR2	5900001	6000000	27752	5950000.5	0.27752	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68757402.5
CHR2	6000001	6100000	21897	6050000.5	0.21897	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68857402.5
CHR2	6100001	6200000	44046	6150000.5	0.44046	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	68957402.5
CHR2	6200001	6300000	26194	6250000.5	0.26194	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69057402.5
CHR2	6300001	6400000	24910	6350000.5	0.2491	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69157402.5
CHR2	6400001	6500000	26072	6450000.5	0.26072	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69257402.5
CHR2	6500001	6600000	13640	6550000.5	0.1364	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69357402.5
CHR2	6600001	6700000	22508	6650000.5	0.22508	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69457402.5
CHR2	6700001	6800000	24587	6750000.5	0.24587	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69557402.5
CHR2	6800001	6900000	28488	6850000.5	0.28488	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69657402.5
CHR2	6900001	7000000	55730	6950000.5	0.5573	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69757402.5
CHR2	7000001	7100000	12611	7050000.5	0.12611	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69857402.5
CHR2	7100001	7200000	19753	7150000.5	0.19753	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	69957402.5
CHR2	7200001	7300000	28823	7250000.5	0.28823	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70057402.5
CHR2	7300001	7400000	18108	7350000.5	0.18108	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70157402.5
CHR2	7400001	7500000	23206	7450000.5	0.23206	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70257402.5
CHR2	7500001	7600000	48371	7550000.5	0.48371	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70357402.5
CHR2	7600001	7700000	23133	7650000.5	0.23133	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70457402.5
CHR2	7700001	7800000	31006	7750000.5	0.31006	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70557402.5
CHR2	7800001	7900000	28551	7850000.5	0.28551	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70657402.5
CHR2	7900001	8000000	27598	7950000.5	0.27598	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70757402.5
CHR2	8000001	8100000	46502	8050000.5	0.46502	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70857402.5
CHR2	8100001	8200000	32035	8150000.5	0.32035	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	70957402.5
CHR2	8200001	8300000	27747	8250000.5	0.27747	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71057402.5
CHR2	8300001	8400000	45749	8350000.5	0.45749	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71157402.5
CHR2	8400001	8500000	20877	8450000.5	0.20877	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71257402.5
CHR2	8500001	8600000	28480	8550000.5	0.2848	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71357402.5
CHR2	8600001	8700000	26469	8650000.5	0.26469	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71457402.5
CHR2	8700001	8800000	32199	8750000.5	0.32199	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71557402.5
CHR2	8800001	8900000	42624	8850000.5	0.42624	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71657402.5
CHR2	8900001	9000000	27966	8950000.5	0.27966	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71757402.5
CHR2	9000001	9100000	51200	9050000.5	0.512	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71857402.5
CHR2	9100001	9200000	29756	9150000.5	0.29756	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	71957402.5
CHR2	9200001	9300000	23811	9250000.5	0.23811	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72057402.5
CHR2	9300001	9400000	37856	9350000.5	0.37856	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72157402.5
CHR2	9400001	9500000	24238	9450000.5	0.24238	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72257402.5
CHR2	9500001	9600000	27431	9550000.5	0.27431	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72357402.5
CHR2	9600001	9700000	53487	9650000.5	0.53487	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72457402.5
CHR2	9700001	9800000	33747	9750000.5	0.33747	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72557402.5
CHR2	9800001	9900000	40374	9850000.5	0.40374	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72657402.5
CHR2	9900001	10000000	39380	9950000.5	0.3938	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72757402.5
CHR2	10000001	10100000	27964	10050000.5	0.27964	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72857402.5
CHR2	10100001	10200000	32836	10150000.5	0.32836	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	72957402.5
CHR2	10200001	10300000	21648	10250000.5	0.21648	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73057402.5
CHR2	10300001	10400000	30917	10350000.5	0.30917	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73157402.5
CHR2	10400001	10500000	25249	10450000.5	0.25249	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73257402.5
CHR2	10500001	10600000	25703	10550000.5	0.25703	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73357402.5
CHR2	10600001	10700000	47877	10650000.5	0.47877	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73457402.5
CHR2	10700001	10800000	20938	10750000.5	0.20938	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73557402.5
CHR2	10800001	10900000	15592	10850000.5	0.15592	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73657402.5
CHR2	10900001	11000000	16525	10950000.5	0.16525	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73757402.5
CHR2	11000001	11100000	27738	11050000.5	0.27738	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73857402.5
CHR2	11100001	11200000	27133	11150000.5	0.27133	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	73957402.5
CHR2	11200001	11300000	34236	11250000.5	0.34236	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74057402.5
CHR2	11300001	11400000	35238	11350000.5	0.35238	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74157402.5
CHR2	11400001	11500000	28604	11450000.5	0.28604	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74257402.5
CHR2	11500001	11600000	21622	11550000.5	0.21622	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74357402.5
CHR2	11600001	11700000	26611	11650000.5	0.26611	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74457402.5
CHR2	11700001	11800000	45692	11750000.5	0.45692	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74557402.5
CHR2	11800001	11900000	35147	11850000.5	0.35147	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74657402.5
CHR2	11900001	12000000	20436	11950000.5	0.20436	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74757402.5
CHR2	12000001	12100000	55845	12050000.5	0.55845	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74857402.5
CHR2	12100001	12200000	31354	12150000.5	0.31354	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	74957402.5
CHR2	12200001	12300000	27503	12250000.5	0.27503	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75057402.5
CHR2	12300001	12400000	41947	12350000.5	0.41947	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75157402.5
CHR2	12400001	12500000	37811	12450000.5	0.37811	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75257402.5
CHR2	12500001	12600000	34340	12550000.5	0.3434	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75357402.5
CHR2	12600001	12700000	44813	12650000.5	0.44813	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75457402.5
CHR2	12700001	12800000	35926	12750000.5	0.35926	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75557402.5
CHR2	12800001	12900000	41873	12850000.5	0.41873	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75657402.5
CHR2	12900001	13000000	36735	12950000.5	0.36735	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75757402.5
CHR2	13000001	13100000	39907	13050000.5	0.39907	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75857402.5
CHR2	13100001	13200000	32810	13150000.5	0.3281	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	75957402.5
CHR2	13200001	13300000	28101	13250000.5	0.28101	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76057402.5
CHR2	13300001	13400000	26328	13350000.5	0.26328	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76157402.5
CHR2	13400001	13500000	57124	13450000.5	0.57124	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76257402.5
CHR2	13500001	13600000	32493	13550000.5	0.32493	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76357402.5
CHR2	13600001	13700000	30353	13650000.5	0.30353	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76457402.5
CHR2	13700001	13800000	24996	13750000.5	0.24996	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76557402.5
CHR2	13800001	13900000	29900	13850000.5	0.299	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76657402.5
CHR2	13900001	14000000	41646	13950000.5	0.41646	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76757402.5
CHR2	14000001	14100000	30239	14050000.5	0.30239	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76857402.5
CHR2	14100001	14200000	24473	14150000.5	0.24473	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	76957402.5
CHR2	14200001	14300000	31015	14250000.5	0.31015	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77057402.5
CHR2	14300001	14400000	41557	14350000.5	0.41557	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77157402.5
CHR2	14400001	14500000	41435	14450000.5	0.41435	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77257402.5
CHR2	14500001	14600000	38471	14550000.5	0.38471	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77357402.5
CHR2	14600001	14700000	28851	14650000.5	0.28851	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77457402.5
CHR2	14700001	14800000	31809	14750000.5	0.31809	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77557402.5
CHR2	14800001	14900000	24703	14850000.5	0.24703	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77657402.5
CHR2	14900001	15000000	14667	14950000.5	0.14667	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77757402.5
CHR2	15000001	15100000	44708	15050000.5	0.44708	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77857402.5
CHR2	15100001	15200000	40848	15150000.5	0.40848	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	77957402.5
CHR2	15200001	15300000	28663	15250000.5	0.28663	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78057402.5
CHR2	15300001	15400000	41999	15350000.5	0.41999	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78157402.5
CHR2	15400001	15500000	30338	15450000.5	0.30338	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78257402.5
CHR2	15500001	15600000	39379	15550000.5	0.39379	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78357402.5
CHR2	15600001	15700000	37348	15650000.5	0.37348	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78457402.5
CHR2	15700001	15800000	45949	15750000.5	0.45949	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78557402.5
CHR2	15800001	15900000	37744	15850000.5	0.37744	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78657402.5
CHR2	15900001	16000000	40110	15950000.5	0.4011	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78757402.5
CHR2	16000001	16100000	72989	16050000.5	0.72989	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78857402.5
CHR2	16100001	16200000	35227	16150000.5	0.35227	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	78957402.5
CHR2	16200001	16300000	35973	16250000.5	0.35973	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79057402.5
CHR2	16300001	16400000	38040	16350000.5	0.3804	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79157402.5
CHR2	16400001	16500000	16345	16450000.5	0.16345	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79257402.5
CHR2	16500001	16600000	25119	16550000.5	0.25119	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79357402.5
CHR2	16600001	16700000	20488	16650000.5	0.20488	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79457402.5
CHR2	16700001	16800000	27785	16750000.5	0.27785	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79557402.5
CHR2	16800001	16900000	15310	16850000.5	0.1531	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79657402.5
CHR2	16900001	17000000	16935	16950000.5	0.16935	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79757402.5
CHR2	17000001	17100000	44964	17050000.5	0.44964	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79857402.5
CHR2	17100001	17200000	52796	17150000.5	0.52796	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	79957402.5
CHR2	17200001	17300000	61360	17250000.5	0.6136	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	80057402.5
CHR2	17300001	17400000	73146	17350000.5	0.73146	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	80157402.5
CHR2	17400001	17500000	91665	17450000.5	0.91665	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	80257402.5
CHR2	17500001	17600000	100006	17550000.5	1	53230543	53807401	107037944	gray40	2	62807402	116037944	89422672.5	80357402.5
